Name,Gender
waiz,Male
riaz,Male
ameena,Female
saimah,Female
khubayb,Male
fadwa,Female
qasoomah,Female
mariam,Female
rafidah,Female
wasil,Male
sadid,Male
itidal,Female
shafiah,Female
shaila,Female
hamidah,Female
raheemah,Female
gulbano,Female
asli,Female
mubashirah,Female
yusur,Female
naadir,Male
shakib,Male
baqir,Male
tehreem,Female
jamesha,Male
sydeek,Male
yaqoot,Male
rayyaa,Female
abdulmutaalee,Male
kuaybah,Female
thurayya,Female
suad,Female
muhammad,Male
adham,Male
abdulraheem,Male
faria,Female
basheera,Female
qays,Male
hooriyah,Female
suhailah,Female
aliza,Female
abdulkhaliq,Male
abdulhakim,Male
zakariya,Male
fajaruddin,Male
samihah,Female
mustaeenah,Female
hooman,Male
mawara,Female
haseeb,Male
nazihah,Female
wasim,Male
shameemah,Female
baraah,Female
zackariya,Male
myreen,Female
zubaria,Female
naqeebah,Female
kaiser,Male
wordah,Female
saila,Female
shairyaar,Male
muzakkir,Male
thuwaybah,Female
akleema,Female
shairah,Female
tuqaa,Female
farid,Male
jammana,Female
suhaan,Male
rona,Female
saaedah,Female
najjar,Male
aashif,Male
norhan,Female
tamim,Male
hakeem,Male
mishael,Female
shajarah,Female
arish,Male
futun,Female
murtadhy,Male
amany,Female
owais,Male
mustahsan,Male
ilan,Male
abasah,Female
jareer,Male
sfiyah,Female
urshia,Female
hijab,Female
fawzah,Female
muhyialdin,Male
asima,Female
ammarah,Female
uswa,Female
najeed,Male
tobias,Male
utbah,Male
iftikar,Female
ihtsham,Male
fayruz,Female
haydar,Male
wahb,Male
fakih,Male
deema,Female
fadi,Male
tayyibah,Female
siddiq,Male
afruz,Male
rawah,Female
hanifa,Female
abdulmatin,Male
fareess,Female
fayek,Male
muharrem,Male
mustaeen,Male
maymunah,Female
shimaz,Female
marzuqah,Female
altufayl,Male
yazan,Male
ghauth,Male
hulyah,Female
naif,Male
saood,Male
haitham,Male
rifaya,Female
subayah,Female
amaya,Female
alayna,Female
ubaydullah,Male
manahil,Female
ayan,Female
wasna,Female
jari,Male
radhiya,Female
sura,Female
barika,Female
raihana,Female
yusra,Female
afeef,Male
jaraah,Male
aribah,Female
harisah,Male
fazia,Female
naina,Female
maida,Female
mutahhir,Male
intisaar,Female
maahnoor,Female
nadia,Female
ramlah,Female
fahd,Male
yasmine,Female
tajammal,Male
mutawalli,Male
abdulwahid,Male
shehryaar,Male
khalid,Male
usama,Male
alma,Female
sayid,Male
ban,Female
haider,Male
aaqilah,Female
jarrar,Male
juhaym,Male
bunanah,Female
ahlam,Female
zuha,Female
khuram,Male
shanum,Female
labeeb,Male
jamilah,Female
sulthana,Female
aniq,Male
namra,Female
tayma,Female
ezzah,Female
javier,Male
farhiya,Female
museeb,Male
qudoos,Male
maqil,Male
asar,Male
shadin,Male
diya,Male
abdulbaseer,Male
sami,Male
shamsulhaq,Male
rudaynah,Female
munqad,Male
ajlah,Male
shahadat,Male
sulaiman,Male
jenna,Female
razaan,Female
safoorah,Female
shamel,Male
mabad,Male
mehak,Female
walladah,Female
tazeem,Male
mounira,Female
shaariq,Male
mumina,Female
numan,Male
hajna,Female
thara,Female
ayham,Male
siddiqah,Female
sair,Male
naji,Male
aseed,Male
keyaan,Male
rukhsaar,Female
shaqeeq,Male
ayaz,Male
enisa,Female
laiba,Female
namyla,Female
amam,Male
abdulmajid,Male
sabeeh,Male
yasar,Male
hadiya,Female
asimah,Female
ahd,Female
noreen,Female
summayyah,Female
hafsa/ucha,Female
rubaa,Female
farafisa,Male
dafiyah,Female
rakeem,Male
qameer,Female
unsa,Female
mubassirah,Female
safwat,Male
maliha,Female
naflah,Female
munzir,Male
nooralhaya,Female
abbudin,Male
nathifa,Female
muznah,Female
sabbir,Male
nuhaid,Male
lamya,Female
khayri,Male
saharish,Female
anzar,Male
abdulwali,Male
farhat,Female
qabool,Female
faryat,Female
arva,Female
sumnah,Female
aarif,Male
karawan,Female
hajjaj,Male
mehvish,Female
simra,Female
muqaddas,Male
barzah,Female
shezan,Female
zhalay,Female
summaya,Female
shiraz,Male
hunaydah,Female
abdulshakur,Male
zineta,Female
muhab,Male
siddiqa,Female
watiaa,Female
badiah,Female
abdulraafi,Male
talhah,Male
abaan,Male
abdulbasit,Male
arman,Male
sanaullah,Male
nakhat,Female
qaymayriyah,Female
aisha,Female
haikal,Male
saleena,Female
aazeen,Female
feroz,Male
baha,Male
nada,Female
shams,Male
nayif,Male
rahim,Male
imtiaz,Male
irum,Female
nidaa,Female
hadhirah,Female
qawee,Male
aizah,Female
luja,Female
washma,Female
nadwa,Female
abdulnaseer,Male
malikah,Female
myiesha,Female
wahida,Female
rabbani,Male
ghufran,Female
tehmeed,Female
wakeel,Male
talat,Male
nabijah,Female
inaaya,Female
juwariyah,Female
muhanna,Male
taseefa,Female
shurahbeel,Male
seif,Male
ghaada,Female
sharaf,Male
iba,Female
dunia,Female
layth,Male
muthanna,Male
qarasafahl,Female
kiswar,Female
nashit,Male
radeyah,Female
qutuz,Male
nahal,Female
abdulkareem,Male
haajar,Female
shamas,Male
fadlallah,Male
makaarim,Female
nur,Male
kamil,Male
ajeebah,Female
nagheen,Female
aybak,Male
arjumand,Female
hindah,Female
jumanah,Female
shahed,Female
shaheema,Female
ashfaq,Male
tara,Female
najiyah,Female
durriyah,Female
tahoor,Male
ghawth,Male
nazirah,Female
meherunissa,Female
afzal,Male
areez,Male
shamis,Female
reema,Female
murtadaa,Male
wahid,Male
adil,Male
amala,Female
zayb,Male
kinza,Male
noraiz,Male
basaaria,Female
huzaifah,Male
ranim,Female
asgar,Male
mishal,Male
zahirah,Female
qaadir,Male
memoona,Female
soraya,Female
haboos,Female
fadwah,Female
habbab,Male
sanika,Female
muhanned,Male
zarmina,Female
fathi,Male
abdulkabir,Male
sarwar,Male
batool,Female
dhakiyah,Female
qutayyah,Female
nooriya,Female
azzah,Female
rashdan,Male
nizzar,Male
ruwayfi,Male
zahabiya,Female
humayun,Male
leen,Female
kaashif,Male
abduladheem,Male
muhsin,Male
abdulbatin,Male
masahir,Female
najair,Male
ikram,Female
tala,Female
kwairah,Female
udayl,Male
zeba,Female
wais,Male
ilias,Male
fawzan,Male
insaf,Female
nishaaj,Male
bahaaldin,Male
maimun,Male
kalima,Female
isa,Male
raghad,Female
buthaynah,Female
adeel,Male
damurah,Male
ratib,Male
firyal,Female
wadi,Male
daniel,Male
raheesh,Male
masarrat,Male
mariyah,Female
asmat,Female
abdulnur,Male
naeemah,Female
mirsab,Male
sarmad,Male
aamilah,Female
baqar,Male
hissan,Male
zubayr,Male
faeq,Male
wisal,Female
safulislam,Male
qais,Male
jubair,Male
zaigham,Male
muneer,Male
zuhaa,Female
usman,Male
shabah,Male
sarim,Male
shasmeen,Female
latif,Male
sawwaf,Male
hudad,Male
zahira,Female
mustafa,Male
sabriyah,Female
naman,Male
abdulmannan,Male
mahbasah,Female
ubah,Female
aarifah,Female
akil,Male
itaf,Female
anaum,Female
awa,Female
warqaa,Female
kathirah,Female
baheera,Female
fareeda,Female
radi,Male
naseef,Male
kawthar,Female
azad,Male
maryum,Female
neha,Female
mujibur,Male
zulekha,Female
sharafat,Male
kunza,Female
rauf,Male
mawahib,Female
khatib,Male
sharmeen,Female
hubba,Female
anya,Female
madani,Male
abdulrauf,Male
mahek,Female
jahanzeb,Male
abdussubbooh,Male
alzubra,Female
ayeh,Female
haris,Male
abdulkarim,Male
mehrunisa,Female
shaban,Male
lubayd,Male
dawud,Male
anmar,Female
baasim,Male
ateeqah,Female
rifaah,Male
aroush,Female
alharith,Male
adeeba,Female
nazeefah,Female
rihana,Female
afsheen,Female
ali,Male
iffah,Female
fathiya,Female
reyhana,Female
ziyan,Female
aliyy,Male
shabeeh,Male
samah,Female
zishan,Male
aneesah,Female
rayhaan,Male
shallal,Male
khayrah,Female
athazaz,Male
nafi,Male
daria,Female
azeem,Male
faaris,Male
zariyah,Female
abdulazim,Male
samiun,Female
samina,Female
layan,Female
issam,Male
samiya,Female
nuwwar,Female
faheemah,Female
nawwal,Female
kazi,Male
sumaira,Female
nayila,Female
nazindah,Female
areebah,Female
farouk,Male
musn,Female
yalqoot,Female
thuml,Female
senait,Female
bushra,Female
abdussami,Male
hatim,Male
basem,Male
mishaal,Male
abla,Female
ifra,Female
dilshadkhatoon,Female
adib,Male
mushtaq,Male
abdulmumin,Male
muzammil,Male
bakr,Male
fazzilet,Female
ihab,Male
warsan,Female
tarub,Female
fawziyah,Female
muhibbah,Female
hafiz,Male
nasreen,Female
salih,Male
sahibah,Female
mawaddah,Female
tubaa,Female
hasna,Female
shahreen,Female
tanim,Male
maysam,Female
suhair,Female
mahrukh,Female
rayann,Female
mikail,Male
dhakirah,Female
akmal,Male
majida,Female
menaal,Female
qareeb,Male
sayhan,Male
shareef,Male
akbar,Male
yumna,Female
muhriz,Male
basim,Male
isbah,Female
munif,Male
talibah,Female
nunah,Female
haroun,Male
jawahir,Female
ruwaid,Male
fath,Male
luqman,Male
leena,Female
noorah,Female
atika,Female
najihah,Female
khitam,Female
suhayr,Female
hashim,Male
afeefa,Female
ilm,Female
farees,Male
kafeel,Male
safiyy,Male
jala,Female
sabeer,Male
bisharah,Female
saniyya,Female
misba,Female
kausar,Female
qadi,Male
annam,Female
masrur,Male
fajer,Male
sharjeel,Male
fakhry,Male
tulayhah,Female
sakhrah,Male
aidan,Male
abdulrahim,Male
hadi,Male
tarif,Male
liban,Male
sageda,Female
kalbi,Male
salah,Male
kanwal,Female
badi,Male
usaym,Male
kaleem,Male
zafar,Male
naheed,Female
khairi,Male
birrah,Female
qasif,Male
sana,Female
abdulbaaqi,Male
akdas,Male
zuhaira,Female
alesha,Female
nimrah,Female
aqil,Male
manhalah,Female
marnia,Female
nasim,Male
rafif,Female
abdulmuiz,Male
faiq,Male
jabeen,Female
jameena,Female
subbiha,Female
wisaal,Female
kamal,Male
anam,Female
ibaad,Male
mehriban,Female
saniya,Female
tihami,Male
rumaithah,Female
hasinah,Female
thana,Female
abdulnasir,Male
rashad,Male
ghazi,Male
husni,Male
aminah,Female
ramzi,Male
abdurrasheed,Male
zuhaib,Male
mais,Female
asmara,Female
samawah,Female
rasul,Male
mohid,Male
muammar,Male
faizan,Male
mihyar,Male
mustaneer,Male
fayd,Male
raaida,Female
lateefa,Female
ojala,Female
taysir,Male
nusrat,Female
albara,Male
hana,Female
sitwat,Female
shahan,Male
souhayla,Female
shabib,Male
hifza,Female
fahima,Female
abubakr,Male
shumaisiya,Female
hoda,Female
aanisah,Female
khalidah,Female
nawal,Female
vardah,Female
shadhin,Male
ghusun,Female
dunya,Female
souad,Female
aazim,Male
zafir,Male
nasiha,Female
nasrullah,Female
haji,Male
adyan,Male
eshmaal,Female
rabi,Male
aamirah,Female
jaleel,Male
rafid,Male
shafiqah,Female
subhi,Male
tanveer,Male
azhar,Female
abeedah,Female
juayl,Male
jada,Female
sabuhi,Female
sohana,Female
daghfal,Male
suud,Male
naushin,Female
malika,Female
mehtab,Male
judamah,Female
jabbar,Male
kaliq,Male
amtullah,Female
mazneen,Female
dema,Female
mourad,Male
hud,Male
qiyyama,Female
zara,Female
mushir,Male
murtada,Male
basilah,Female
bahirah,Female
awad,Male
salifah,Female
qadriyyah,Female
aaqib,Male
murtaad,Male
hajar,Female
nazir,Male
aadab,Female
faraj,Male
ramzia,Female
kateb,Male
saahir,Male
noureen,Female
adeem,Male
sakina,Female
juhainah,Female
mufaddal,Male
rukanah,Male
ahmar,Male
danish,Male
kareem,Male
nazli,Female
rasin,Male
barirah,Female
bahriyahalaabidah,Female
alhusayn,Male
qindeel,Female
muhjah,Female
zaim,Male
rukhsar,Female
shiya,Female
motaz,Male
amira,Female
afaf,Female
rahila,Female
mahfuz,Male
qabeel,Male
maruf,Male
kuwaysah,Female
izz,Male
uzair,Male
sahil,Male
jahanaara,Female
muneera,Female
muqbil,Male
akhas,Male
aafiya,Female
suhaim,Male
shayaan,Male
soha,Female
humera,Female
mounia,Female
salma,Female
shibli,Male
rawdah,Female
aatifa,Female
reem,Female
faridah,Female
waseefah,Female
subaha,Female
wajeeh,Male
abdulahad,Male
istilah,Female
khunays,Male
parvez,Male
nashat,Male
sara,Female
zoeya,Female
yusr,Male
burayd,Male
fikriyah,Female
safwan,Male
zuhoor,Male
shahir,Male
rushd,Male
haseena,Female
fareeq,Male
abduladl,Male
hazar,Female
shafqat,Male
kanza,Female
lujain,Female
kharijah,Male
talal,Male
meher,Female
sarrinah,Female
burhan,Male
shafana,Female
sharique,Male
jaffer,Male
ghazalah,Female
hilmi,Male
khuwaylah,Female
shoaib,Male
zaki,Male
nishat,Female
samih,Male
navid,Male
sawad,Male
fazan,Male
intaj,Male
abdulbaasit,Male
zairah,Female
sumayya,Male
yusef,Male
ismail,Male
rahmat,Male
anja,Female
junnut,Female
jundub,Male
antarah,Male
suha,Female
dunyana,Female
fadila,Female
atiq,Male
fakhrul,Male
akram,Male
bahiyyaldin,Male
tamam,Male
sabina,Female
altufail,Male
ferran,Male
arij,Female
fiza,Female
khuzaimah,Male
saihah,Female
jawl,Female
fakeehah,Female
zaahirah,Female
zuehb,Male
asfar,Male
falih,Male
ithar,Female
shyreen,Female
musad,Male
rayhan,Male
zakir,Male
aaus,Male
raamiz,Male
salik,Male
moeez,Male
sabreen,Female
saud,Male
najdah,Female
raawiya,Female
khalifah,Male
mansurah,Female
busr,Female
abdulquddus,Male
zaiton,Female
fayha,Female
shariq,Male
omar,Male
zaheerah,Female
tarannum,Male
sumanah,Female
suwaydah,Female
yumnah,Female
shuraym,Male
rafeeqah,Female
shadmani,Female
ghalib,Male
abulhassan,Male
makhdoom,Male
janan,Female
wasimah,Female
bazilah,Female
hafsah,Female
waqaar,Male
farraj,Male
athar,Male
shahida,Female
haiza,Female
urooj,Male
sadan,Male
fahyim,Male
shahlah,Female
faekah,Female
saiqa,Female
shaukat,Male
daanya,Female
safwana,Female
nojood,Female
mukhtar,Male
rawhiyah,Female
yameen,Male
nazim,Male
marwa,Female
nevaeh,Female
fudail,Male
saim,Male
zaytoon,Female
zareena,Female
amrah,Female
miskeenah,Female
sajjad,Male
farizah,Female
zafirah,Female
ibrahim,Male
abdulwakil,Male
fuseelah,Female
hurmat,Male
munjid,Male
najeeb,Male
izzat,Male
nudar,Female
maysan,Female
nusrat,Male
tabish,Male
komal,Female
armaan,Male
falaq,Female
minnah,Female
nighat,Female
fazluna,Female
mualla,Male
haleef,Male
nurulqiblatayn,Male
saafir,Male
adeeb,Male
kehkashan,Female
umaymah,Female
nayyab,Female
thoraya,Female
kanz,Female
abdulbadi,Male
salim,Male
naqeeb,Male
mamun,Male
lulu,Female
zenia,Female
abdulbaith,Male
sameya,Female
hamra,Female
rushdi,Male
adab,Female
faaiz,Male
anasah,Male
sibal,Female
rizwana,Female
afsa,Female
hooriya,Female
azeemah,Female
tawbah,Male
diyaaldin,Male
zynah,Female
muhannad,Male
abdulwaliy,Male
masoud,Male
iffat,Female
ala,Female
wadiah,Female
makhtoonah,Female
jabalah,Male
nasif,Male
mahbeer,Male
humayl,Male
urwah,Male
khairaldin,Male
jasmina,Female
uroosa,Female
abdulnafi,Male
muttee,Male
yakootah,Female
femida,Female
yasirah,Female
nisha,Female
faseeh,Male
jahm,Male
fahmi,Male
mayameen,Female
zufar,Male
rajaa,Male
munir,Male
samira,Female
adifaah,Female
abdulmuhyi,Male
muneza,Female
maisha,Female
rifat,Female
abdulmuqtadir,Male
salman,Male
ghazawan,Male
durdanah,Female
asbah,Female
saifaldin,Male
shireen,Female
mensur,Male
fakhra,Female
aini,Female
mateenah,Female
tabinda,Female
javeed,Male
yusuf,Male
shahab,Male
salt,Male
rawhah,Female
zubaydah,Female
kaleemah,Female
maryam,Female
izzaldin,Male
musaykah,Female
nashah,Male
ariana,Female
batrisyia,Female
nazahah,Female
hasham,Male
shadhaa,Female
abdulmughni,Male
salihah,Female
reza,Male
buhaisah,Female
amalia,Female
ihtiram,Male
saqr,Male
istakhri,Male
jessenia,Female
alraaz,Female
shabbir,Male
adawiyah,Female
alimah,Female
yunus,Male
arzoo,Female
saif,Male
aala,Female
zohura,Female
sagheerah,Female
shadha,Female
pariza,Female
narmin,Female
sameena,Female
waqqas,Male
mistah,Male
abdulhafeedh,Male
mufeeda,Female
lana,Female
lazim,Female
najat,Female
siraj,Male
farisha,Female
nafeesah,Female
alhena,Female
shahzaadee,Female
arissa,Female
altamash,Male
shaaf,Male
nadra,Female
thaman,Male
hayud,Female
hayfa,Female
muskaan,Female
rumaythah,Female
shumaila,Female
buhjah,Female
abdulrafi,Male
janaan,Female
aqeil,Male
almas,Female
samiyah,Female
khayaam,Male
nadiyah,Female
jennah,Female
shan,Male
sairish,Female
asiya,Female
kalil,Male
abyad,Male
wardah,Female
nashida,Female
fawza,Female
razeen,Male
asbat,Male
rashidah,Female
faseehah,Female
fakhtah,Female
selina,Female
ayaana,Female
khatira,Female
varisha,Female
jaza,Female
rasheeda,Female
anjum,Female
osama,Male
bashirah,Female
tawfeeq,Male
rubina,Female
najmaldin,Male
zaynah,Female
sahmir,Male
zayaan,Female
khuraymah,Male
nashita,Female
jahdami,Male
idhar,Female
erum,Female
abdulmalik,Male
yasmeen,Female
thawab,Female
yusraa,Female
aairah,Female
saima,Female
qurratulain,Female
layyah,Female
dahma,Female
waseem,Male
waniya,Female
zaighum,Male
tamir,Male
amer,Male
huriyyah,Female
mutayyib,Male
abdulsami,Male
qaylah,Female
mika,Male
ghunyah,Female
maab,Female
aqdas,Male
nawfal,Male
safiyyah,Female
sabeegah,Female
hasnah,Female
shahla,Female
mahir,Male
khairiya,Female
muddaththir,Male
burdah,Female
shama,Female
mahrosh,Female
shad,Male
jalal,Male
muhafiz,Male
aza,Male
rumailah,Female
salsabil,Female
heba,Female
salam,Male
akhfash,Male
mufid,Male
nuri,Male
risay,Male
abdulhakam,Male
shazad,Male
rami,Male
sabri,Male
ablaa,Female
raonar,Male
safiyaldin,Male
zafreen,Female
nur,Female
luna,Female
khubaib,Male
sinan,Male
hajjah,Female
banan,Female
mustatab,Male
fara,Female
rafal,Female
bashshar,Male
ala,Male
ihtisham,Male
humair,Male
bariah,Female
abdulghafaar,Male
ibtisam,Female
qudamah,Male
shahnaaz,Female
taghrid,Female
makki,Male
hiyam,Female
sorfina,Female
nadeeda,Female
ahyan,Male
masroor,Male
munawar,Female
jawna,Female
kashan,Male
hamim,Male
maria,Female
suhaylah,Female
isra,Female
insha,Female
aman,Female
ijli,Male
azraqi,Male
abdul,Male
awf,Male
abdulrahman,Male
kifayat,Male
abdulmujib,Male
raghda,Female
nuha,Female
asfiya,Female
mahabbah,Female
kharqa,Female
azlan,Male
kuratulain,Female
chanda,Female
muttaqi,Male
sadiqah,Female
mehmuda,Female
arbab,Male
arqam,Male
abdulhafiz,Male
nasmi,Male
faaz,Male
ishrat,Male
abra,Female
sibaal,Female
hafid,Male
yumn,Female
mashal,Female
madia,Female
wania,Female
zakirah,Female
radiyah,Female
murshid,Male
ruhab,Female
rasheedah,Female
buhaysah,Female
dawlatkhatoon,Female
zakariyya,Male
falisha,Female
dawoud,Male
azmat,Male
rani,Male
israr,Male
juwayn,Male
majdaldin,Male
hubaab,Male
salmaa,Female
najib,Male
mudasir,Male
shahin,Male
ummekulsum,Female
muinuddeen,Male
aflah,Male
anjam,Male
motasim,Male
mahaz,Male
mubid,Male
masudah,Female
fatik,Male
faryal,Female
nuraldin,Male
abduldhahir,Male
irem,Female
dirar,Male
husam,Male
munirah,Female
yaqub,Male
aatiqah,Female
norah,Female
aila,Female
siwar,Male
wahhaj,Male
sunya,Female
safeerah,Female
hazirah,Female
falaknaz,Female
afia,Female
jasmin,Female
ajwa,Female
nadirah,Female
nashema,Female
saleemah,Female
huma,Female
khawlah,Female
atiyah,Female
aamal,Female
adn,Female
abdulwaajid,Male
zamil,Male
ghunayn,Male
raima,Female
rehmatullah,Male
alhakam,Male
zehra,Female
ajlal,Female
naraiman,Female
yazid,Male
sabr,Female
nashwan,Male
iyaas,Male
abduljaleel,Male
dimah,Female
ismah,Female
muazah,Female
fikri,Male
wurud,Female
wafiza,Female
saffanah,Female
malakah,Female
akeem,Male
anbar,Female
yaqeen,Male
aariz,Male
shaybah,Male
laith,Male
faheem,Male
shazeb,Male
shafaq,Female
mounir,Male
afaaq,Male
senada,Female
tasheen,Female
mahveen,Female
andaleeb,Female
nayab,Male
zartaj,Female
fahada,Female
shazana,Female
miraj,Male
madiha,Female
mihran,Male
amirah,Female
hanan,Female
pakeezah,Female
sadaf,Female
yasmeenah,Female
nadeen,Female
wahib,Male
athir,Female
jalalaldin,Male
miyaz,Male
hujayyah,Male
imaad,Male
samera,Female
wifaq,Female
akif,Male
hareem,Female
qahtan,Male
qamar,Female
safa,Female
qaim,Male
toufika,Female
sayyar,Male
abdulwajid,Male
mumin,Male
mayeda,Female
qasim,Male
farkhandah,Female
nour,Male
iftikhar,Female
arub,Female
badiyah,Female
rajab,Male
altaf,Female
laiq,Male
dujanah,Female
taheem,Male
sabeen,Female
abdulqahhar,Male
razam,Male
laaiqah,Female
noorali,Male
faruq,Male
ishfaq,Female
ahwas,Male
haadee,Male
ubaid,Male
yahya,Male
andalib,Female
budayl,Male
ghaneemah,Female
fadilah,Female
dabir,Male
abdia,Female
rahiq,Female
samit,Male
bashar,Male
zafeerah,Female
khulud,Female
zoufishan,Female
aroob,Female
youssef,Male
rabiyah,Female
salaam,Male
maheen,Female
sakeena,Female
marid,Male
shayma,Female
aftab,Male
abdulshahid,Male
zulaykha,Female
noori,Male
abdulmuqeet,Male
inas,Female
amana,Female
najaah,Female
suhaimah,Female
nimr,Male
ghaith,Male
ruqayya,Female
fizan,Male
alishaba,Female
fahad,Male
taibah,Female
huriyah,Female
rania,Female
walihah,Female
abidah,Female
maya,Female
mumtaz,Male
abdulqawi,Male
mokbul,Male
adl,Male
saffar,Male
sikandar,Male
shaharun,Female
amaar,Male
ateeb,Male
ghutayf,Male
nabigh,Male
mawiya,Female
muneerah,Female
shurafa,Female
jumaana,Female
abduljabbar,Male
aydin,Male
dina,Female
shamal,Male
sufia,Female
bilqis,Female
yoonus,Male
rubi,Female
rehan,Male
tubassum,Female
waliyallah,Male
sayfiyy,Male
salikah,Female
qisaf,Female
taqiy,Male
nameer,Male
ayra,Female
nabeelah,Female
sawlat,Male
ghania,Female
rukayat,Female
shadiyah,Female
zain,Male
jawa,Female
samrah,Female
malih,Male
fairuzah,Female
alaia,Female
kasib,Male
saniyah,Female
abdulbari,Male
murshidah,Female
azadeh,Female
shakeel,Male
najmiyyah,Female
majd,Male
basimah,Female
kaysan,Male
bisma,Female
habib,Male
nafasat,Male
nisrin,Female
thashin,Female
muskan,Female
shareen,Female
abduljabaar,Male
dhuka,Female
aahil,Male
shukriyah,Female
alleyah,Female
mujtaba,Male
shehzaad,Male
falak,Female
atiqah,Female
sarfaraz,Male
haddad,Male
shazneen,Female
muntasir,Male
aasif,Male
umaiza,Female
mada,Female
bahira,Female
shafi,Male
bushr,Male
saad,Male
munisah,Female
khalil,Male
shams,Female
lajlaj,Male
nura,Female
abdulqudoos,Male
majid,Male
surur,Male
aqeelah,Female
talib,Male
shanaz,Female
haneefah,Female
azraq,Male
radwa,Female
ruqayyah,Female
seema,Male
nabeela,Female
nawwar,Female
azizah,Female
rubadah,Female
basel,Male
fardeen,Male
naim,Male
riyad,Male
abdussameei,Male
arslan,Male
ahnaf,Male
sanaubar,Female
hababah,Female
huwaidah,Female
zamrud,Female
uhud,Female
hafs,Male
mayyasah,Female
nashirah,Female
alhasan,Male
kamran,Male
rasmi,Male
basma,Female
muizz,Male
benzair,Female
sarab,Male
tasadduq,Male
shuaa,Male
abdulafuw,Male
nyasia,Female
zarina,Female
muminah,Female
abidin,Male
anah,Female
maisah,Female
jazib,Male
mujahid,Male
kasim,Male
alia,Female
abdal,Male
tahlibah,Female
kulthoom,Female
amber,Female
suhayb,Male
haifa,Female
dad,Female
anisha,Female
adan,Male
noorulann,Female
taalah,Female
dawid,Male
umamah,Female
hammam,Male
mashel,Female
salamat,Male
mahirah,Female
sameera,Female
nehan,Male
rafiqah,Female
ithaar,Male
attiq,Male
zinneerah,Female
rubiya,Female
haniyah,Female
warizah,Female
widad,Female
munis,Male
hukaymah,Female
bahiyah,Female
tahawwur,Male
fatih,Male
mahdiyah,Female
suhana,Female
najeeba,Female
naifah,Female
soraiya,Female
ada,Female
umayr,Male
zeyad,Male
nusrah,Female
roha,Female
suwera,Female
suheb,Male
dhiya,Male
madeeha,Female
sughra,Female
shafee,Male
haziq,Male
alima,Female
jariyah,Male
ataa,Male
humaira,Female
saira,Female
javairea,Female
anaan,Female
mashkoor,Male
rahimah,Female
inga,Female
taahira,Female
yaghnam,Male
ishaal,Female
ilifat,Male
jamalaldin,Male
bisar,Female
bahijah,Female
anbarin,Female
nabighah,Male
yamina,Female
saal,Male
muhtadi,Male
fateen,Male
nadyne,Female
shehrbano,Female
hur,Female
abdulhaq,Male
abrash,Male
wafeeqa,Female
juwairiyah,Female
atif,Male
waajidah,Female
fatimah,Female
sitarah,Female
fakhraldin,Male
boulos,Male
jul,Male
humra,Female
nuwwarrah,Female
fujai,Male
kameel,Male
aadil,Male
judi,Female
rabiya,Female
jahdari,Male
abdurraheem,Male
inayah,Female
ruksana,Female
jumuah,Male
naila,Female
kurayb,Male
shawq,Female
hayaam,Female
hashmat,Male
wajihah,Female
fakhirah,Female
tuqa,Female
atikah,Female
shaista,Female
hayed,Female
afsana,Female
nazeeha,Female
shareekah,Female
sadad,Male
hubayshah,Female
anas,Male
qismah,Female
fahmida,Female
naairah,Female
hayder,Male
hunaidah,Female
ghuzayyah,Female
naqqaash,Male
natara,Female
kabirah,Female
zarrar,Male
fariah,Female
tehzeeb,Female
aleeza,Female
nuaymah,Female
nadeem,Male
ghayda,Female
qutaylah,Female
lubabah,Female
rafee,Male
anniyah,Female
bahiyaa,Female
narjis,Female
najya,Female
mastura,Female
foziah,Female
sadaqat,Male
akia,Female
zaara,Female
abrar,Female
sariyah,Male
azma,Female
malik,Male
nazma,Female
miskeen,Male
farheen,Female
habis,Male
munize,Female
tahseenah,Female
amel,Female
iyad,Male
laila,Female
minal,Female
madaniyah,Female
zonira,Female
mursal,Male
lujayn,Female
rumaylah,Female
lublubah,Female
murdiyyah,Female
mahreen,Female
hameeda,Female
qatadah,Male
dhakwan,Male
sheraz,Male
wail,Male
karif,Male
rafah,Female
elma,Female
subhan,Male
rasool,Male
mansoor,Male
rabee,Male
lamisah,Female
mishall,Female
mufallah,Male
haneefa,Female
diqrah,Female
rakin,Male
abisali,Male
madiyan,Male
wildan,Male
abqurah,Female
shahzana,Female
aaleyah,Female
mussarrat,Male
sheema,Female
ashmath,Male
asma,Female
muwaffaq,Male
raza,Male
shanze,Female
batul,Female
babar,Male
nageenah,Female
ramisa,Female
shafath,Female
adila,Female
daniyal,Male
shahirah,Female
izdihar,Female
aamira,Female
jahida,Female
tawhid,Male
khaleel,Male
mimar,Male
abdulaalee,Male
ruhi,Female
qubilah,Female
ghaliyah,Female
ulfah,Female
nazakat,Male
mobena,Female
shameem,Male
wahidah,Female
aida,Female
nadr,Male
hibatullah,Female
hawadah,Female
zair,Male
arif,Male
abdulbarr,Male
fatima,Female
shanika,Female
badraldin,Male
ubaydah,Male
fatma,Female
imtithal,Female
jamila,Female
tazneem,Male
ghayoor,Male
amilah,Female
aaliyah,Female
shuneal,Male
khaled,Male
farasat,Male
aleemah,Female
altijani,Male
nizam,Male
shuayb,Male
taslim,Male
khayr,Male
abdulwahhab,Male
huzayl,Male
zeeshan,Male
ziaud,Male
hamal,Male
jumaynah,Female
naima,Female
manar,Female
shurooq,Female
zerina,Female
fajr,Female
lashirah,Female
zarif,Male
